City_ID,City_Name,State_Name,State_ID,County_Name,County_FIPS,Latitude,Longitude,Population_August_13_2021,Density_August_13_2021,Zips,all_median_household_income_2019,all_change_in_median_household_income_between_2000_and_2019,all_median_non-family_income_2019,all_change_in_median_non-family_income_between_2000_and_2019,all_median_per_capita_income_2019,all_change_in_median_per_capita_income_between_2000_and_2019,white_median_household_income_2019,white_change_in_median_household_income_between_2000_and_2019,white_median_non-family_income_2019,white_change_in_median_non-family_income_between_2000_and_2019,white_median_per_capita_income_2019,white_change_in_median_per_capita_income_between_2000_and_2019,black_or_african_american_median_household_income_2019,black_or_african_american_change_in_median_household_income_between_2000_and_2019,black_or_african_american_median_non-family_income_2019,black_or_african_american_change_in_median_non-family_income_between_2000_and_2019,black_or_african_american_median_per_capita_income_2019,black_or_african_american_change_in_median_per_capita_income_between_2000_and_2019,asian_median_household_income_2019,asian_change_in_median_household_income_between_2000_and_2019,asian_median_non-family_income_2019,asian_change_in_median_non-family_income_between_2000_and_2019,asian_median_per_capita_income_2019,asian_change_in_median_per_capita_income_between_2000_and_2019,hispanic_or_latino_median_household_income_2019,hispanic_or_latino_change_in_median_household_income_between_2000_and_2019,hispanic_or_latino_median_non-family_income_2019,hispanic_or_latino_change_in_median_non-family_income_between_2000_and_2019,hispanic_or_latino_median_per_capita_income_2019,hispanic_or_latino_change_in_median_per_capita_income_between_2000_and_2019,american_indian_and_alaska_native_median_household_income_2019,american_indian_and_alaska_native_change_in_median_household_income_between_2000_and_2019,american_indian_and_alaska_native_median_non-family_income_2019,american_indian_and_alaska_native_change_in_median_non-family_income_between_2000_and_2019,american_indian_and_alaska_native_median_per_capita_income_2019,american_indian_and_alaska_native_change_in_median_per_capita_income_between_2000_and_2019,multirace_median_household_income_2019,multirace_change_in_median_household_income_between_2000_and_2019,multirace_median_non-family_income_2019,multirace_change_in_median_non-family_income_between_2000_and_2019,multirace_median_per_capita_income_2019,multirace_change_in_median_per_capita_income_between_2000_and_2019,other_median_household_income_2019,other_change_in_median_household_income_between_2000_and_2019,other_median_non-family_income_2019,other_change_in_median_non-family_income_between_2000_and_2019,other_median_per_capita_income_2019,other_change_in_median_per_capita_income_between_2000_and_2019,revenue_imputed_2017,payroll_imputed_2017,employees_imputed_2017
1840034016,New York,New York,NY,New York,36061,40.6943,-73.9249,18713220,10715,11229 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11105 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10302 10301 10452 11451 10475 10474 10471 10470 10473 10472 11228 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11351 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11102 11103 11106 11001 11005 11004 10065 10069 10199 10309 10308 10304 10303 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11437 11439 11499 11690 11695,"$69,407",+81.3%,"$51,293",+69.8%,"$43,046",+92.2%,"$90,664",+94.8%,"$70,387",+94.9%,"$61,105",+91.0%,"$51,117",+64.6%,"$32,023",+50.7%,"$28,060",+83.5%,"$75,219",+82.9%,"$63,510",+95.6%,"$41,116",+119.4%,"$47,157",+69.9%,"$28,149",+70.7%,"$24,888",+103.9%,"$41,804",+44.2%,"$21,097",+0.7%,"$25,359",+119.9%,"$70,858",+125.2%,"$54,598",+141.6%,"$30,859",+113.6%,"$44,467",N,"$24,747",+59.3%,"$21,111",+98.2%,20.56%,20.33%,23.33%
1840020491,Los Angeles,California,CA,Los Angeles,06037,34.1139,-118.4068,12750807,3276,90291 90293 90292 91316 91311 90037 90031 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91344 91345 91340 91342 91343 90035 90034 90036 90033 90032 90039 90247 90248 91436 91371 91605 91604 91607 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 90019 90090 90095 90094 91042 91040 91411 91352 91356 90041 90042 90043 90044 90045 90046 90047 90048 90049 90018 91423 90210 91303 91304 91306 91307 90079 90071 90077 90059 91608 91606 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90028 90029 90272 90732 90731 90230 91406 91405 91403 91402 91401 91367 91364 90038 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90189 90213 90294 90295 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618,"$67,418",+83.8%,"$50,644",+74.6%,"$37,779",+82.8%,"$78,501",+75.1%,"$60,110",+73.9%,"$46,771",+61.1%,"$46,671",+70.9%,"$31,911",+59.7%,"$31,162",+85.8%,"$79,959",+115.0%,"$50,286",+137.5%,"$42,889",+119.3%,"$53,147",+84.8%,"$35,869",+82.3%,"$20,273",+101.3%,"$60,388",+87.7%,"$22,451",Â -8.7%,"$29,296",+111.4%,"$69,312",+119.2%,"$60,588",+145.7%,"$32,023",+113.2%,"$51,354",N,"$31,960",+69.1%,"$18,289",+101.3%,19.44%,19.67%,22.33%
1840000494,Chicago,Illinois,IL,Cook,17031,41.8373,-87.6862,8604203,4574,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60661 60660 60659 60652 60653 60651 60656 60657 60654 60655 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699,"$61,811",+60.0%,"$45,744",+49.3%,"$40,277",+99.6%,"$81,157",+73.9%,"$64,916",+74.0%,"$52,472",+79.9%,"$34,980",+20.3%,"$24,404",+28.5%,"$24,892",+80.4%,"$79,093",+95.2%,"$57,729",+87.4%,"$45,847",+131.3%,"$52,122",+42.6%,"$30,724",+34.3%,"$22,504",+90.7%,"$56,844",+46.8%,"$41,267",+46.3%,"$22,194",+52.0%,"$82,283",+136.7%,"$62,070",+140.9%,"$32,177",+122.1%,"$53,661",N,"$35,568",+63.6%,"$21,196",+92.2%,19.81%,19.33%,20.67%
1840015149,Miami,Florida,FL,Miami-Dade,12086,25.7839,-80.2102,6445545,5019,33129 33125 33126 33127 33128 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109 33111 33151 33222 33231 33233 33238 33255 33299,"$42,966",+83.0%,"$31,209",+132.6%,"$30,934",+104.5%,"$47,560",+83.8%,"$35,114",+137.0%,"$33,466",+89.4%,"$29,642",+71.5%,"$20,197",+91.4%,"$19,323",+102.1%,"$52,236",+52.8%,"$52,325",+103.3%,"$48,071",+119.7%,"$40,925",+84.3%,"$27,565",N,"$25,810",+94.0%,"$35,103",+83.4%,"$40,208",N,"$34,074",N,"$46,379",+114.0%,"$107,680",N,"$35,081",N,"$49,372",N,"$32,939",N,"$20,041",+120.6%,19.81%,20.33%,22.33%
1840019440,Dallas,Texas,TX,Dallas,48113,32.7936,-96.7662,5743938,1526,75287 75098 75233 75254 75251 75252 75253 75032 75238 75232 75230 75231 75236 75237 75234 75235 75088 75087 75243 75246 75244 75249 75248 75051 75166 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75227 75226 75241 75240 75247 75270 75043 75207 75206 75205 75204 75203 75202 75201 75209 75208 75019 75221 75222 75242 75250 75260 75262 75263 75264 75266 75267 75277 75283 75284 75285 75301 75303 75312 75313 75315 75320 75336 75339 75342 75354 75355 75356 75357 75358 75359 75360 75367 75370 75371 75372 75373 75374 75376 75378 75379 75380 75382 75389 75392 75393 75394 75395 75397 75398,"$55,332",+47.1%,"$45,844",+44.3%,"$36,288",+63.6%,"$66,578",+47.7%,"$53,908",+47.5%,"$42,418",+36.2%,"$40,618",+48.4%,"$31,856",+45.2%,"$25,822",+85.3%,"$63,672",+45.0%,"$52,420",+58.1%,"$43,010",+90.1%,"$47,579",+50.7%,"$40,351",+53.6%,"$18,155",+78.5%,"$52,346",+37.3%,"$29,457",Â -8.8%,"$29,041",+60.1%,"$53,101",+61.1%,"$49,696",+77.4%,"$29,420",+117.7%,"$45,968",N,"$34,216",+33.2%,"$17,116",+77.9%,22.41%,21.67%,23.00%
1840000673,Philadelphia,Pennsylvania,PA,Philadelphia,42101,40.0077,-75.1339,5649300,4554,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19108 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,"$47,474",+54.4%,"$35,626",+75.3%,"$29,766",+80.3%,"$67,519",+84.9%,"$50,961",+113.6%,"$43,066",+102.3%,"$36,601",+39.6%,"$25,818",+58.5%,"$21,891",+66.5%,"$49,278",+77.3%,"$35,982",N,"$26,993",+118.3%,"$32,425",+56.2%,"$19,506",+57.5%,"$16,171",+80.3%,"$44,500",+71.7%,"$26,272",+35.6%,"$14,945",+31.1%,"$46,962",+77.7%,"$43,268",N,"$19,318",+63.4%,"$25,708",N,"$15,324",+26.9%,"$13,821",+70.1%,18.70%,19.00%,21.33%
1840020925,Houston,Texas,TX,Harris,48201,29.7863,-95.3889,5464251,1399,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77489 77046 77045 77044 77040 77048 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77091 77093 77099 77053 77346 77345 77546 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77098 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77043 77041 77336 77339 77338 77003 77002 77007 77006 77005 77004 77009 77008 77571 77450 77082 77089 77088 77083 77081 77080 77087 77086 77085 77084 77092 77042 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,"$52,450",+43.2%,"$40,770",+36.9%,"$33,377",+66.0%,"$63,814",+43.0%,"$50,039",+42.8%,"$40,914",+49.5%,"$36,725",+33.2%,"$29,914",+46.0%,"$21,993",+59.7%,"$71,218",+75.8%,"$55,901",+99.6%,"$44,954",+134.2%,"$45,326",+52.9%,"$31,944",+38.0%,"$19,029",+78.8%,"$45,033",+24.4%,"$31,973",+39.9%,"$29,762",+90.9%,"$55,611",+81.6%,"$43,038",+63.0%,"$33,744",+141.8%,"$39,809",N,"$25,669",+17.3%,"$16,496",+69.1%,22.41%,21.67%,23.00%
1840013660,Atlanta,Georgia,GA,Fulton,13121,33.7627,-84.4224,5449398,1441,30334 30331 30332 30309 30308 30305 30307 30303 30354 30327 30322 30326 30324 30319 30342 30306 30318 30316 30317 30314 30315 30312 30313 30310 30311 30363 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31139 31141 31193 31195 31196,"$66,657",+91.7%,"$53,912",+75.0%,"$54,414",+111.1%,"$112,690",+84.9%,"$76,181",+61.0%,"$90,005",+78.2%,"$36,358",+57.2%,"$32,214",+94.5%,"$23,447",+78.2%,"$105,802",N,"$74,971",+101.7%,"$65,030",N,"$73,534",+101.2%,"$51,839",+69.1%,"$54,052",N,"$130,427",N,"$29,270",Â -1.3%,"$67,065",N,"$88,785",N,"$50,666",+81.4%,"$39,965",+118.2%,"$84,110",N,"$72,948",N,"$23,313",+84.4%,22.41%,23.33%,22.67%
1840006060,Washington,District of Columbia,DC,District of Columbia,11001,38.9047,-77.0163,5379184,4457,20010 20011 20012 20015 20228 20520 20307 20418 20319 20024 20510 20593 20020 20427 20540 20240 20245 20204 20202 20390 20006 20005 20004 20003 20002 20009 20008 20535 20317 20405 20057 20052 20053 20017 20018 20565 20566 20560 20260 20064 20551 20553 20019 20230 20373 20007 20032 20036 20037 20506 20001 20045 20016 20013 20022 20026 20027 20029 20030 20033 20035 20038 20039 20040 20042 20043 20044 20047 20049 20050 20055 20056 20058 20059 20060 20061 20062 20063 20065 20066 20067 20068 20069 20070 20071 20073 20074 20075 20076 20077 20078 20080 20081 20082 20090 20091 20201 20203 20206 20207 20208 20210 20211 20212 20213 20214 20215 20216 20217 20218 20219 20220 20221 20222 20223 20224 20226 20227 20229 20232 20233 20235 20237 20238 20239 20241 20242 20244 20250 20251 20252 20254 20261 20262 20265 20266 20268 20270 20277 20289 20299 20301 20303 20306 20310 20314 20318 20330 20340 20350 20355 20370 20372 20374 20375 20376 20380 20388 20389 20391 20392 20393 20394 20395 20398 20401 20402 20403 20404 20406 20407 20408 20410 20411 20412 20413 20414 20415 20416 20417 20419 20420 20421 20422 20423 20424 20425 20426 20428 20429 20431 20433 20434 20435 20436 20437 20439 20440 20441 20442 20444 20447 20451 20453 20456 20460 20463 20468 20469 20470 20472 20500 20501 20502 20503 20504 20505 20507 20508 20509 20511 20515 20521 20522 20523 20524 20525 20526 20527 20528 20529 20530 20531 20533 20534 20536 20537 20538 20539 20541 20542 20543 20544 20546 20547 20548 20549 20552 20554 20555 20557 20559 20570 20571 20572 20573 20575 20576 20577 20578 20579 20580 20581 20585 20586 20590 20591 20594 20597 20599 56901 56902 56904 56908 56915 56920 56933 56935 56944 56945 56950 56965 56967 56972 56998 56999,"$92,266",+129.9%,"$76,529",+124.2%,"$59,808",+108.7%,"$149,734",+128.8%,"$108,558",+110.8%,"$91,700",+74.5%,"$48,652",+59.6%,"$37,110",+56.4%,"$32,598",+83.8%,"$103,171",N,"$80,885",N,"$71,640",N,"$99,799",N,"$79,090",N,"$42,994",+147.4%,"$59,436",+63.5%,"$26,659",Â -16.2%,"$29,293",+20.8%,"$101,321",N,"$75,955",N,"$52,003",+126.9%,"$68,297",N,"$53,786",+100.9%,"$29,126",+107.5%,22.69%,21.55%,27.76%
1840000455,Boston,Massachusetts,MA,Suffolk,25025,42.3188,-71.0846,4688346,5532,02120 02121 02122 02124 02125 02126 02127 02128 02129 02467 02210 02215 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02132 02131 02130 02203 02163 02152 02108 02109 02112 02117 02123 02133 02137 02196 02201 02205 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298,"$79,018",+99.4%,"$62,028",+89.3%,"$48,978",+109.7%,"$108,720",+134.9%,"$85,964",+121.9%,"$67,092",+116.5%,"$49,486",+62.5%,"$29,931",+49.1%,"$25,453",+70.5%,"$52,677",+88.4%,"$40,131",+132.0%,"$38,787",N,"$43,090",+58.8%,"$23,661",+25.6%,"$25,307",+112.1%,"$21,356",Â -23.5%,"$7,944",Â -36.1%,"$22,652",+75.8%,"$61,567",+80.3%,"$50,133",+112.7%,"$27,081",+91.6%,"$31,893",N,"$19,604",+1.6%,"$24,079",+119.8%,20.19%,23.67%,26.33%
1840020568,Phoenix,Arizona,AZ,Maricopa,04013,33.5722,-112.0891,4219697,1253,85008 85009 85006 85007 85004 85083 85086 85087 85085 85383 85033 85304 85306 85308 85020 85021 85022 85023 85024 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85017 85016 85254 85003 85044 85045 85042 85043 85040 85041 85048 85054 85037 85035 85034 85032 85031 85307 85310 85051 85050 85053 85001 85002 85005 85010 85011 85026 85030 85036 85038 85046 85060 85061 85062 85063 85064 85065 85066 85067 85068 85069 85070 85071 85072 85073 85074 85075 85076 85078 85079 85080 85082,"$60,931",+47.9%,"$41,932",+40.8%,"$30,686",+54.7%,"$61,893",+39.6%,"$43,166",+40.1%,"$32,249",+39.1%,"$42,050",+38.9%,"$30,481",+41.6%,"$22,560",+48.7%,"$91,090",+87.7%,"$57,514",+69.2%,"$43,874",+85.7%,"$51,421",+65.5%,"$37,255",+63.9%,"$18,007",+89.9%,"$51,260",+58.4%,"$37,493",+71.4%,"$21,508",+75.4%,"$70,130",+116.4%,"$47,015",+81.1%,"$20,104",+89.1%,"$54,547",N,"$29,591",+29.8%,"$21,797",+138.4%,23.46%,19.48%,20.52%
1840021117,Seattle,Washington,WA,King,53033,47.6211,-122.3244,3789215,3469,98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,"$102,486",+124.1%,"$70,847",+105.1%,"$65,205",+115.2%,"$111,391",+124.3%,"$72,193",+96.8%,"$73,501",+106.2%,"$43,545",+35.9%,"$39,560",+87.3%,"$31,940",+74.3%,"$112,274",N,"$98,058",N,"$63,661",N,"$78,634",+120.3%,"$62,294",+108.8%,"$48,173",N,"$34,488",+14.8%,"$36,361",+57.0%,"$23,008",+37.5%,"$100,606",N,"$70,287",N,"$38,802",+145.9%,"$62,653",N,"$60,120",+115.4%,"$35,529",+138.6%,19.00%,18.57%,21.07%
1840021543,San Francisco,California,CA,San Francisco,06075,37.7562,-122.4430,3592294,7256,94130 94131 94132 94133 94134 94109 94108 94103 94102 94105 94104 94158 94127 94124 94123 94122 94121 94129 94118 94110 94112 94116 94117 94114 94115 94111 94107 94119 94120 94125 94126 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94159 94160 94161 94163 94164 94172 94177 94188,"$123,859",+124.3%,"$105,235",+126.5%,"$75,084",+117.3%,"$155,465",+145.9%,"$126,251",+139.5%,"$101,113",+108.9%,"$49,381",+66.6%,"$42,823",+102.9%,"$46,748",+142.5%,"$104,058",+109.8%,"$83,193",N,"$60,677",N,"$78,261",+68.1%,"$71,368",+98.7%,"$40,674",+118.9%,"$26,124",Â -15.7%,"$15,158",Â -39.2%,"$26,986",+19.5%,"$138,451",N,"$129,707",N,"$52,603",+138.1%,"$64,220",N,"$52,417",+64.8%,"$29,715",+88.9%,19.44%,19.67%,22.33%
1840003971,Detroit,Michigan,MI,Wayne,26163,42.3834,-83.1024,3506126,1864,48209 48208 48201 48207 48205 48204 48203 48206 48227 48238 48239 48234 48235 48233 48202 48243 48214 48215 48216 48217 48210 48211 48212 48213 48219 48228 48224 48226 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,"$33,965",+15.0%,"$26,607",+38.4%,"$21,044",+43.0%,"$46,413",+57.9%,"$39,576",+91.8%,"$28,298",+63.3%,"$32,287",+8.9%,"$25,313",+34.7%,"$20,150",+38.3%,"$35,420",+9.6%,"$29,573",+62.0%,"$22,677",+65.1%,"$36,590",+20.9%,"$26,667",+46.5%,"$15,253",+39.4%,"$26,639",Â -7.8%,"$29,929",+66.3%,"$12,274",Â -5.2%,"$31,815",+24.0%,"$15,520",Â -17.3%,"$18,469",+61.7%,"$27,012",N,"$18,597",+8.2%,"$12,048",+15.5%,19.81%,18.67%,20.33%
1840021990,San Diego,California,CA,San Diego,06073,32.8312,-117.1225,3220118,1686,92109 92108 92103 92111 92154 92110 92115 92140 92107 92106 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,"$85,507",+87.0%,"$61,890",+82.7%,"$43,249",+83.2%,"$87,431",+74.9%,"$64,340",+79.0%,"$47,411",+60.7%,"$53,388",+54.6%,"$46,311",+82.2%,"$27,831",+66.7%,"$99,848",+94.1%,"$60,401",+106.2%,"$42,975",+134.0%,"$61,558",+98.4%,"$50,846",+98.6%,"$24,185",+111.6%,"$59,595",+64.0%,"$56,316",+62.8%,"$30,120",+82.1%,"$91,293",N,"$73,618",+149.3%,"$29,309",+118.7%,"$64,540",N,"$64,813",N,"$26,229",N,19.44%,19.67%,22.33%
1840007830,Minneapolis,Minnesota,MN,Hennepin,27053,44.9635,-93.2678,2977172,3071,55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,"$65,889",+73.5%,"$49,618",+63.8%,"$39,617",+74.6%,"$79,672",+89.2%,"$55,898",+74.6%,"$50,560",+76.6%,"$25,658",+1.3%,"$18,835",Â -2.5%,"$16,111",+31.3%,"$60,609",+96.2%,"$60,225",N,"$31,417",N,"$57,102",+76.5%,"$51,189",+85.0%,"$23,432",+119.1%,"$35,796",+41.3%,"$15,516",Â -24.8%,"$19,212",+57.0%,"$64,311",+144.4%,"$51,847",+146.6%,"$21,620",+116.7%,"$57,543",N,"$44,448",+79.8%,"$21,698",+119.0%,19.80%,16.07%,17.86%
1840015982,Tampa,Florida,FL,Hillsborough,12057,27.9942,-82.4451,2908063,1353,33637 33629 33621 33620 33619 33616 33613 33610 33617 33614 33611 33612 33605 33603 33647 33609 33604 33607 33606 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,"$57,709",+67.7%,"$42,446",+66.0%,"$36,747",+67.4%,"$69,163",+76.5%,"$51,135",+82.6%,"$44,743",+65.3%,"$31,113",+30.1%,"$18,072",+7.8%,"$16,765",+33.4%,"$96,620",N,"$61,338",+133.4%,"$50,717",N,"$43,884",+60.2%,"$30,106",+85.1%,"$23,636",+61.0%,"$10,857",Â -69.7%,"$93,538",N,"$16,494",Â -40.8%,"$41,125",+69.7%,"$40,298",+113.2%,"$20,846",+72.4%,"$43,818",N,"$41,445",+142.5%,"$24,584",+145.0%,19.81%,20.33%,22.33%
1840018789,Denver,Colorado,CO,Denver,08031,39.7621,-104.8759,2876625,1831,80264 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80219 80210 80211 80212 80216 80221 80220 80223 80222 80224 80227 80209 80207 80206 80205 80204 80202 80014 80203 80208 80217 80243 80244 80248 80250 80256 80257 80259 80261 80262 80265 80266 80271 80273 80274 80281 80291 80299,"$75,646",+91.5%,"$59,201",+89.5%,"$47,802",+98.3%,"$81,657",+93.8%,"$62,352",+89.3%,"$52,482",+78.1%,"$40,149",+30.5%,"$35,275",+62.8%,"$26,561",+58.2%,"$55,508",+53.4%,"$52,758",+102.2%,"$50,707",N,"$57,211",+75.3%,"$38,106",+62.4%,"$25,733",+114.6%,"$33,408",+4.7%,"$20,923",Â -7.6%,"$58,874",N,"$72,738",+132.4%,"$62,517",N,"$28,464",+98.1%,"$55,196",N,"$37,090",+64.7%,"$27,667",+148.0%,20.93%,20.33%,20.67%
1840020551,Riverside,California,CA,Riverside,06065,33.9381,-117.3948,2107852,1574,92508 92503 92501 92505 92504 92507 92506 92502 92513 92514 92516 92517 92521 92522,"$71,967",+72.8%,"$47,105",+81.8%,"$25,953",+45.1%,"$76,390",+66.7%,"$51,391",+80.2%,"$28,109",+30.0%,"$56,887",+79.6%,"$42,125",+68.2%,"$32,486",+107.2%,"$90,289",N,"$26,258",N,"$32,847",+95.9%,"$69,909",+86.6%,"$52,338",+142.4%,"$19,183",+69.9%,"$106,107",N,"$38,866",N,"$24,299",+99.4%,"$45,057",+35.0%,"$40,564",N,"$18,096",+68.2%,"$66,438",N,"$54,715",N,"$18,077",+71.2%,19.44%,19.67%,22.33%
1840001592,Baltimore,Maryland,MD,Baltimore,24510,39.3051,-76.6144,2106068,2830,21218 21211 21210 21213 21212 21215 21214 21217 21216 21231 21230 21239 21251 21209 21202 21206 21207 21205 21226 21201 21223 21224 21225 21229 21203 21233 21263 21264 21270 21273 21275 21278 21279 21281 21287 21290 21297 21298,"$50,177",+66.8%,"$37,905",+81.5%,"$32,430",+91.0%,"$81,116",+118.9%,"$64,770",+140.0%,"$50,793",+102.0%,"$39,101",+49.2%,"$27,183",+59.6%,"$23,606",+79.8%,"$69,309",N,"$65,527",N,"$41,281",N,"$52,486",+67.7%,"$49,688",+117.8%,"$25,421",+67.6%,"$18,012",Â -36.5%,"$21,051",+27.5%,"$38,895",N,"$62,241",+133.5%,"$58,993",N,"$30,752",+128.4%,"$40,693",N,"$48,903",N,"$18,957",+49.6%,19.81%,21.33%,23.00%
1840020364,Las Vegas,Nevada,NV,Clark,32003,36.2333,-115.2654,2104198,1773,89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89146 89145 89144 89149 89124 89110 89117 89129 89128 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89158 89163 89185 89195,"$58,713",+33.2%,"$36,839",+24.2%,"$31,292",+41.8%,"$64,762",+37.3%,"$40,986",+32.4%,"$36,303",+46.1%,"$35,995",+18.3%,"$21,713",+6.5%,"$23,310",+45.9%,"$54,960",+16.8%,"$43,553",+34.5%,"$35,768",+49.3%,"$50,966",+37.3%,"$31,302",+25.4%,"$19,468",+65.3%,"$45,847",+22.3%,"$27,228",Â -9.5%,"$28,569",+50.2%,"$56,250",+43.6%,"$29,358",+14.7%,"$14,580",+3.9%,"$52,128",N,"$45,428",+73.1%,"$18,309",+61.8%,17.31%,15.34%,18.45%
